"Polarity","Alignment.ID","Adduct.type","Average.Rt.min.","Metabolite.curated","Ontology","Fenton_0h_1","Fenton_0h_2","Fenton_0h_3","Fenton_1min_1","Fenton_1min_2","Fenton_1min_3","Fenton_20min_1","Fenton_20min_2","Fenton_20min_3","Fenton_4h_1","Fenton_4h_2","Fenton_4h_3","Fenton_24h_1","Fenton_24h_2","Fenton_24h_3","Fenton_72h_1","Fenton_72h_2","Fenton_72h_3"
"Neg",19644,"[M-H]-",2.055,"LPE 20:4 (b)","LPE",432818,411633,401620,82607,44552,21598,49668,36323,16539,0,0,0,0,0,0,0,0,0
"Neg",19509,"[M-H]-",1.129,"LPE 20:5 (a)","LPE",157278,158441,170628,390374,213406,114968,48691,119334,34182,35901,10469,8556,33858,53302,59988,27154,0,0
"Neg",19510,"[M-H]-",1.521,"LPE 20:5 (b)","LPE",54406,166953,132840,330061,167406,79138,59212,100950,32964,2641,0,0,3042,3901,5395,3519,0,0
"Neg",21512,"[M-H]-",3.176,"LPE 22:4","LPE",33664,28674,5419,5290,11355,2023,1222,4500,0,0,0,0,0,0,0,0,0,0
"Neg",21357,"[M-H]-",2.078,"LPE 22:5 (a)","LPE",381713,541626,743840,2428530,1402296,720009,450023,905351,398296,0,0,0,0,0,0,0,0,0
"Neg",21353,"[M-H]-",2.262,"LPE 22:5 (b)","LPE",310606,359751,376023,60073,188109,24600,50738,34518,12699,0,0,0,0,0,0,0,0,0
"Neg",21358,"[M-H]-",2.703,"LPE 22:5 (c)","LPE",2626,0,19849,1769,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neg",23235,"[M-H]-",1.122,"LPE 22:5<OH>","OxLPE",0,0,0,3196,7203,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neg",21185,"[M-H]-",1.808,"LPE 22:6 (a)","LPE",528607,802747,770694,4079271,2113090,1168253,633970,1077025,449593,0,0,0,0,0,0,0,0,0
"Neg",21184,"[M-H]-",1.93,"LPE 22:6 (b)","LPE",319234,320451,119251,127389,100946,42797,45161,50848,4835,0,0,0,0,0,0,0,0,0
"Neg",23155,"[M-H]-",3.676,"LPE 24:5","LPE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pos",13278,"[M+H]+",3.307,"LPE P-16:0","EtherLPE",16250789,12299401,8641077,1771,2545,3905,16289,2023,37772,112337,50580,67270,263985,98068,211583,169964,144059,119829
"Pos",14267,"[M+H]+",4.503,"LPE P-17:0","EtherLPE",288590,520074,341908,725180,644497,818809,1014991,1134269,971783,23387,104490,91306,67916,56876,57074,42074,58688,49824
"Pos",15221,"[M+H]+",6.161,"LPE P-18:0","EtherLPE",6620769,5230562,3786071,0,12620,4823,0,75,2981,0,0,0,5066,5527,5456,1929,2413,3169
"Pos",15066,"[M+H]+",3.724,"LPE P-18:1","EtherLPE",3417805,2612849,1807108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pos",17251,"[M+H]+",8.651,"LPE P-20:0","EtherLPE",6759436,6131555,4824084,292627,173883,192366,110903,148554,155340,28524,5883,14253,6543,4217,0,14684,15564,7307
"Pos",18244,"[M+H]+",9.268,"LPE P-21:0","EtherLPE",315856,265354,228488,0,0,0,0,0,0,0,4579,0,5310,0,5099,0,0,0
"Pos",19252,"[M+H]+",9.849,"LPE P-22:0","EtherLPE",725547,659687,470105,12138,3271,0,0,9399,0,0,0,0,0,0,0,0,0,0
"Pos",31006,"[M+H]+",10.281,"PC 12:0_16:1","PC",3097523,2881916,2042423,403182,213552,210851,422886,521211,579295,445951,114466,169880,93802,260735,600400,210584,253970,88244
"Pos",31191,"[M+H]+",11.163,"PC 14:0_14:0","PC",169054829,145413313,102457371,18810641,18052881,16768026,17301128,23841947,24860866,22283686,10254620,15169688,9329630,11700285,14671116,10427661,9347247,7731758
"Pos",33724,"[M+H]+",12.288,"PC 14:0_16:0","PC",2026916133,1820649933,1439808755,239883162,216988680,212376734,203282623,293621099,312297697,242809103,120851541,178438955,102504869,136713816,163793540,124995794,102802606,92401822
"Pos",33553,"[M+H]+",11.287,"PC 14:0_16:1","PC",397104859,351685578,253888058,45339842,29686648,25585943,33446601,40112222,46916144,16390987,5308650,11159732,3775549,2152592,7031530,8194371,4298169,2729674
"Pos",35704,"[M+H]+",10.729,"PC 14:0_18:3","PC",9112442,7510465,5397197,1264454,124210,136030,844677,952311,1129645,12675,4600,192414,64806,126383,156271,58179,63435,37006
"Pos",38158,"[M+H]+",11.249,"PC 14:0_20:4","PC",10604481,9371916,6660608,1151916,781245,747976,397570,276553,148729,9762,0,21767,5043,0,11381,15895,12547,0
"Pos",37948,"[M+H]+",10.551,"PC 14:0_20:5","PC",3394375,2856927,2362027,294435,38199,35717,74069,20246,13049,0,0,0,4276,0,0,0,3710,0
"Pos",40471,"[M+H]+",10.964,"PC 14:0_22:6","PC",11998591,10660796,7372095,953690,462888,383550,241620,72467,122692,0,0,0,0,0,0,0,3824,0
"Pos",34980,"[M+H]+",12.683,"PC 15:0_16:0 (a)","PC",85455812,73981831,59161049,7509043,6535134,6053723,6232611,8836185,9337268,6467187,3526641,4564357,2857526,3562420,4425802,3230433,2536124,2418813
"Pos",34979,"[M+H]+",12.894,"PC 15:0_16:0 (b)","PC",265329930,230577803,176626566,32425782,29326567,29596275,27201016,38155049,40227109,36073865,19396175,27392735,16964766,22668775,25705038,19969251,15913851,15352025
"Pos",34790,"[M+H]+",11.838,"PC 15:0_16:1","PC",133363855,121038124,87860187,15970107,10444407,9367150,10925538,12660087,15512899,5004250,1675367,3424727,692547,581140,2081603,2544051,1245715,726889
"Pos",36259,"[M+H]+",13.501,"PC 16:0_16:0 (a)","PC",3966240099,3575311091,2920138667,587202401,502191324,488552698,508674400,749816970,798144654,600370898,300251310,451216287,247518365,354184676,396014431,315039154,243454126,221773615
"Pos",36269,"[M+H]+",14.453,"PC 16:0_16:0 (b)","PC",4884221,4770378,3149476,1611781,2128986,969854,750316,1287511,699428,939443,791569,550522,1452991,508210,1739531,692390,519042,358062
"Pos",36063,"[M+H]+",12.382,"PC 16:0_16:1 (a)","PC",9581187436,8603462944,6819060182,1079405086,663301600,552932199,685789460,857469514,1083356834,286262403,90083423,205122284,57791273,32242818,113877164,145324700,66458407,42326332
"Pos",36073,"[M+H]+",13.648,"PC 16:0_16:1 (b)","PC",3319203,5830638,2289607,1254554,544432,913440,634648,567665,1370746,270128,33330,101093,20456,24341,80936,76933,109475,56960
"Neg",38015,"[M+HCOO]-",9.546,"PC 16:0_16:1<OH> (a)","OxPC",68411,17116,46206,15431,9865,39818,489362,684254,926514,1753275,1212031,1408088,956068,495434,1934161,1032545,1533143,905043
"Neg",38013,"[M+HCOO]-",9.972,"PC 16:0_16:1<OH> (b)","OxPC",5940,23080,6198,5073,16451,36161,309251,573879,467916,858556,632849,966955,547187,674612,698434,357166,520393,398273
"Neg",38014,"[M+HCOO]-",10.188,"PC 16:0_16:1<OH> (c)","OxPC",3493,0,3023,472897,489574,849876,2441941,3529969,3490491,5574573,4170972,6731428,2215549,2440829,4181758,822759,2155874,1534500
"Neg",38016,"[M+HCOO]-",10.532,"PC 16:0_16:1<OH> (d)","OxPC",0,3862,0,72559,63980,85680,334821,436221,376654,766438,642285,889766,315866,442908,604014,241945,352290,309114
"Neg",38012,"[M+HCOO]-",11.055,"PC 16:0_16:1<OH> (e)","OxPC",6562,0,0,4719,5045,6205,197718,343032,285817,519142,588927,682638,386537,656301,543927,320828,463331,467062
"Neg",38011,"[M+HCOO]-",12.406,"PC 16:0_16:1<OH> (f)","OxPC",656267,872250,709507,184146,72383,75447,86362,98420,95586,15562,7374,4824,12579,7721,5029,0,0,4516
"Neg",38918,"[M+HCOO]-",9.534,"PC 16:0_16:1<OOH>","OxPC",0,0,0,437031,211953,331404,2082780,3545304,3879988,2364744,1015018,2755960,45735,30310,51820,4750,7247,3891
"Neg",37901,"[M+HCOO]-",9.448,"PC 16:0_16:1<oxo> (a)","OxPC",0,0,0,36102,23965,33804,374609,671209,555554,1003477,814351,1091926,710099,619006,907750,968773,952248,713274
"Neg",37903,"[M+HCOO]-",9.578,"PC 16:0_16:1<oxo> (b)","OxPC",0,0,0,115773,80210,149932,891506,1236553,1329337,2391905,1424889,2363292,1207973,801975,1900348,1627327,1922525,1189776
"Neg",37902,"[M+HCOO]-",9.785,"PC 16:0_16:1<oxo> (c)","OxPC",0,0,0,45527,19254,45579,517707,727100,721129,1369864,846356,1426814,726000,587331,1179166,937978,1075879,780051
"Pos",37645,"[M+H]+",13.94,"PC 16:0_17:0 (a)","PC",154197542,134669425,101168772,16590421,13403673,13691175,13580072,19161058,20858815,15224552,8279087,11950916,6606217,8492519,9725275,8588674,6140768,5854194
"Pos",37643,"[M+H]+",14.192,"PC 16:0_17:0 (b)","PC",72371694,61807998,47478016,7919530,8027299,7461971,6888137,10306197,10482680,9318414,3463226,6278523,4298277,6059112,5115781,4507729,4145061,2905764
"Pos",37430,"[M+H]+",12.998,"PC 16:0_17:1","PC",1309981531,1165771253,903199784,136663181,84444512,72336282,84227135,105710585,128591956,40727367,12886611,28919121,8583985,4868796,16400723,21969599,9842496,6481311
"Pos",38958,"[M+H]+",14.895,"PC 16:0_18:0","PC",605469235,511359509,393287620,69998302,62206590,59270937,59345751,88096550,93698155,75019773,41074802,61020280,34611442,51085657,54199681,43609222,32335528,30252583
"Pos",38747,"[M+H]+",13.586,"PC 16:0_18:1 (a)","PC",22707811011,20853855599,16977349450,3489155570,2035668153,1735904902,2192521794,2800409468,3524199665,950450765,280401349,670326637,165234247,101898790,356415398,484767545,195946524,131965876
"Pos",38762,"[M+H]+",14.988,"PC 16:0_18:1 (b)","PC",20499525,8672734,19345252,3071895,1846480,941830,1477064,2100294,3908736,1158202,350657,1250259,215010,70926,328171,498385,518159,156409
"Pos",38759,"[M+H]+",16.525,"PC 16:0_18:1 (c)","PC",1387185,2129312,1466083,329260,371174,248294,502590,158532,363801,187246,42340,114047,28450,5894,55234,44674,58065,20451
"Pos",38746,"[M+H]+",19.932,"PC 16:0_18:1 (d)","PC",405746,188705,410538,71610,54921,40429,43150,82019,29693,24102,19154,15337,7918,2989,21136,22025,13300,3239
"Neg",39507,"[M+HCOO]-",10.056,"PC 16:0_18:1<OH> (a)","OxPC",161355,150834,153217,62108,38422,34396,458585,755902,849556,1454632,462240,1381098,655616,289901,1348177,860324,1156048,678932
"Neg",39504,"[M+HCOO]-",10.848,"PC 16:0_18:1<OH> (b)","OxPC",486,0,15648,209298,244109,404577,1289207,2468510,2204739,3999884,2906313,4423822,1799662,2069733,3162960,874580,1748662,1539929
"Neg",39503,"[M+HCOO]-",11.09,"PC 16:0_18:1<OH> (c)","OxPC",0,9949,7213,1048791,1046504,1891392,4611866,7392709,7477663,13103795,8775794,14275051,4645014,5389978,8868343,1215489,3808542,3242335
"Neg",40332,"[M+HCOO]-",9.999,"PC 16:0_18:1<OOH> (a)","OxPC",0,0,0,173026,79477,132376,685401,963728,1124508,1226424,559458,1130069,51947,55124,92197,11758,10614,4813
"Neg",40333,"[M+HCOO]-",10.247,"PC 16:0_18:1<OOH> (b)","OxPC",8011,0,0,305230,285985,326977,2202028,3458163,3869255,2665201,1208219,2907934,8354,9773,35447,2557,15395,5507
"Neg",40331,"[M+HCOO]-",10.373,"PC 16:0_18:1<OOH> (c)","OxPC",3559,7118,0,718532,429266,574227,3041712,4335259,5167242,2824329,1197018,3527572,7831,8079,83704,3646,7753,9087
"Neg",39403,"[M+HCOO]-",10.09,"PC 16:0_18:1<oxo> (a)","OxPC",15808,3625,10193,90605,71403,99735,755509,943429,1206747,2019614,1259412,2072335,1102914,898957,1641498,1259062,1241652,804104
"Neg",39402,"[M+HCOO]-",10.237,"PC 16:0_18:1<oxo> (b)","OxPC",12840,4917,3014,306153,225458,317644,1352046,2015852,1952687,3616471,2202572,4219712,1682814,1190005,3195973,2504236,2613015,1873304
"Neg",39405,"[M+HCOO]-",10.424,"PC 16:0_18:1<oxo> (c)","OxPC",30295,9781,14638,445108,323926,540358,1924756,3409000,3961236,5180143,3561220,6687512,3025543,2214726,5286956,3611957,4412916,2824155
"Neg",39401,"[M+HCOO]-",10.657,"PC 16:0_18:1<oxo> (d)","OxPC",4732,0,0,131922,102852,123370,1196926,1731762,2038378,3549679,2042396,3475621,1757252,1199280,3078417,2367403,2443345,1570469
"Neg",39407,"[M+HCOO]-",10.959,"PC 16:0_18:1<oxo> (e)","OxPC",0,0,0,90871,42257,102416,404014,692135,695629,916112,519682,972230,293297,180618,508233,225889,322190,228579
"Pos",38338,"[M+H]+",12.07,"PC 16:0_18:3","PC",33917016,29255617,21087862,3174759,2148937,2129981,1487224,710607,1682374,408055,803682,340061,884892,372806,368846,645498,655302,341494
"Neg",40104,"[M+HCOO]-",9.214,"PC 16:0_18:3<2OH>","OxPC",0,0,0,4792,4125,4340,233872,354240,319028,598414,380120,668217,302728,238399,422256,365362,339717,226884
"Pos",40098,"[M+H]+",14.278,"PC 16:0_19:1","PC",558423095,482876056,352621879,54454261,32476702,29520012,34679569,44672813,55223718,17990703,5785701,15436251,3452303,2451225,8417014,9235903,3991226,2931708
"Pos",41726,"[M+H]+",16.427,"PC 16:0_20:0","PC",16264837,13972525,10643986,2227511,1198543,1031430,1776066,2825488,2810466,2313854,770260,959037,917368,1586208,823761,1406169,365183,818345
"Pos",40862,"[M+H]+",12.148,"PC 16:0_20:4 (a)","PC",23211154,19348387,14710931,4852005,3160349,2543024,1738867,1313087,1526080,121752,18400,30977,11899,34313,50424,113626,55279,30959
"Pos",40860,"[M+H]+",12.333,"PC 16:0_20:4 (b)","PC",525989800,479731021,364488155,43968381,28848613,25738614,11913466,9456805,9398408,23906,6653,17287,20960,21161,22060,53423,10753,16625
"Pos",40654,"[M+H]+",11.55,"PC 16:0_20:5 (a)","PC",143162096,129364674,94529118,15515585,9159644,7981605,4334376,2872354,2628036,0,3160,0,5102,31655,14954,12394,38907,3237
"Pos",40648,"[M+H]+",12.502,"PC 16:0_20:5 (b)","PC",310931237,296187045,300834449,106092575,58026677,46306180,65686163,74829165,96236305,14216333,4511102,9838269,2272287,583655,4622055,7534127,2928659,1675749
"Pos",43703,"[M+H]+",13.184,"PC 16:0_22:4","PC",42775246,52377039,57572859,8701758,5823038,4700043,3157572,1386477,2855453,4619,0,3253,3936,16331,4081,9882,13328,0
"Pos",43519,"[M+H]+",12.368,"PC 16:0_22:5","PC",693519917,630082414,493478211,76225314,39544932,32927782,21028089,16387360,16167365,0,0,0,0,0,0,14816,6835,0
"Pos",43329,"[M+H]+",11.967,"PC 16:0_22:6 (a)","PC",271642147,241166324,174045611,24763043,16949539,14309397,6289588,4146012,3588743,0,4130,0,0,6386,0,0,0,0
"Pos",43325,"[M+H]+",12.717,"PC 16:0_22:6 (b)","PC",77770511,118041871,109382187,24881377,7720995,7385779,7249114,6805095,9587601,86441,35257,90890,3443,0,19352,51834,7808,6455
"Pos",46951,"[M+H]+",18.074,"PC 16:0_24:1 (a)","PC",16188090,14202124,10581070,745322,428125,316716,416922,749963,1136808,270781,99937,270642,15320,19916,83051,205533,20036,15927
"Pos",46953,"[M+H]+",18.147,"PC 16:0_24:1 (b)","PC",16318157,14151183,10700788,367272,435766,339620,783480,749963,1136808,223578,40065,174787,13739,24956,77375,87651,55237,41951
"Neg",30770,"[M-H]-",4.455,"PC 16:0_9:0<COOH> (a)","OxPC",0,0,0,0,0,34477,708287,2452170,149707,4181925,239279,1221797,664926,6869334,6679294,3136649,2079107,3039240
"Neg",30767,"[M-H]-",11.376,"PC 16:0_9:0<COOH> (b)","OxPC",4746,0,0,15300,2876,60565,260892,362845,312291,316916,404223,414963,82451,220925,161627,0,3651,0
"Neg",32409,"[M+HCOO]-",6.195,"PC 16:0_9:0<oxo> (a)","OxPC",54004,55695,57548,221539,259740,260656,139706,249735,127614,230581,179127,114774,231358,238509,313336,178485,124091,169505
"Neg",32408,"[M+HCOO]-",6.392,"PC 16:0_9:0<oxo> (b)","OxPC",64310,93358,122342,491990,237360,573853,396310,492553,300556,564290,323737,340272,479472,390735,539502,246050,243849,341451
"Pos",35869,"[M+H]+",11.392,"PC 16:1_16:1 (a)","PC",439369550,398752390,285806559,49665037,26093644,21040241,31298923,35811127,43772999,8768810,2843617,5889219,1522842,493240,2902102,4772718,1973314,1087273
"Pos",35871,"[M+H]+",12.002,"PC 16:1_16:1 (b)","PC",33883878,31266085,21778150,3503479,2556841,2224003,1854112,1884564,2415327,417511,61729,267230,15092,2884,123581,155495,24983,16797
"Pos",37228,"[M+H]+",11.948,"PC 16:1_17:1","PC",127535262,114320148,77923348,13160076,7331286,6134381,8026723,9014708,10996014,1960651,640977,1282803,279525,130782,639009,1039598,434104,192194
"Pos",38535,"[M+H]+",12.485,"PC 16:1_18:1 (a)","PC",6840567202,5984713500,4684624644,662579906,347331551,278235688,384936490,459271908,575743699,87101977,28335101,60897728,14000066,6152960,28290736,48414497,17651486,10306342
"Pos",38544,"[M+H]+",13.486,"PC 16:1_18:1 (b)","PC",24628990,25900483,22110853,7059569,4192177,1107378,4301347,6682173,8410368,0,0,0,0,0,0,0,0,0
"Neg",40207,"[M+HCOO]-",9.57,"PC 16:1_18:1<OOH> (a)","OxPC",8625,3327,0,59537,11515,34747,897890,1045089,1367839,750277,568776,945083,229173,195160,346075,217170,312938,144057
"Neg",40215,"[M+HCOO]-",9.752,"PC 16:1_18:1<OOH> (b)","OxPC",3624,5292,0,186355,71368,134409,646694,1019016,976771,752364,534952,835792,287133,320236,514272,242637,450229,237828
"Pos",38337,"[M+H]+",11.606,"PC 16:1_18:2 (a)","PC",60514724,53018721,38412365,6539828,1529309,2310014,2491519,3105817,4893479,97875,377003,75767,39496,66988,94613,534829,339747,344442
"Pos",38339,"[M+H]+",11.733,"PC 16:1_18:2 (b)","PC",135566521,125521875,92361290,16055657,13736032,8827823,8044809,10205800,8831949,835480,393261,593311,339253,452059,531341,534829,339747,344442
"Pos",38334,"[M+H]+",13.457,"PC 16:1_18:2 (c)","PC",137668530,137540851,140575435,76036911,76124057,77596937,76591333,107112898,106488249,102749879,53914182,79280789,44975379,63384298,72129602,54552807,43243417,39487956
"Pos",38159,"[M+H]+",10.821,"PC 16:1_18:3","PC",7948898,7096316,5355651,1013904,954493,566003,513448,587090,636321,57815,28820,35877,23937,23441,87040,30583,27364,24208
"Pos",40653,"[M+H]+",11.336,"PC 16:1_20:4","PC",25846071,22227888,16032385,2378233,1086172,934525,683122,443160,347704,4465,4149,5879,5068,28203,7649,18454,1539,19434
"Pos",40470,"[M+H]+",10.653,"PC 16:1_20:5","PC",7320131,6593024,4927054,805551,376883,285873,179788,71616,63237,0,0,0,0,0,0,0,0,0
"Pos",43330,"[M+H]+",11.367,"PC 16:1_22:5","PC",16437575,14526594,10168596,1691788,707646,685930,413106,244184,287960,0,0,5988,3823,0,0,0,5983,0
"Pos",43123,"[M+H]+",11.034,"PC 16:1_22:6","PC",55980628,47468741,32596117,3609632,2030075,1562355,894405,548913,420840,13355,26025,35802,21998,29852,47417,52008,17270,19423
"Pos",40099,"[M+H]+",14.068,"PC 17:0_18:1","PC",115412422,110974682,89781056,14899461,9821903,7416240,8428896,11165142,14049642,3887920,1173903,1127175,731557,154722,551099,2331193,963414,402048
"Pos",39888,"[M+H]+",13.079,"PC 17:1_18:1","PC",808488924,723775018,561124243,78238468,39765507,31881005,45644247,56347856,70764873,12597507,3795019,8179014,1786431,743659,3726823,7025496,2294142,1505456
"Pos",39684,"[M+H]+",12.176,"PC 17:1_18:2","PC",48196193,41824422,19676610,2167729,569376,916158,1144527,722890,696144,7216,4324,5661,0,0,9364,5973,0,0
"Pos",42109,"[M+H]+",11.886,"PC 17:1_20:4","PC",9037212,9304407,6350384,986336,537807,348807,68965,12495,40965,0,4773,0,0,0,1836,0,0,0
"Pos",41485,"[M+H]+",14.982,"PC 18:0_18:1 (a)","PC",2801940796,2365659151,1808715540,295945497,177447596,152505167,183134708,238606024,295981532,91192509,29756983,67381719,17287007,10769541,37058007,52613858,20797697,14725458
"Pos",41491,"[M+H]+",15.894,"PC 18:0_18:1 (b)","PC",9716744,2076745,1569210,451422,540357,360472,574456,875317,957365,294283,43418,223252,38337,43998,137828,186501,43275,52973
"Pos",44232,"[M+H]+",16.492,"PC 18:0_20:1","PC",77684121,65009556,49010922,9201653,5735841,4640712,5935716,7844623,9164006,3293556,494355,1429078,160791,165540,292907,1131573,605375,242777
"Pos",43877,"[M+H]+",14.167,"PC 18:0_20:3 (a)","PC",194961259,167279173,134231251,18914638,10975026,9293306,7703949,8959795,10618039,609903,98148,376681,34623,3464,124535,223700,91335,11279
"Pos",43878,"[M+H]+",14.594,"PC 18:0_20:3 (b)","PC",24375946,21044607,15328014,2433103,1605210,1455137,318982,680068,686013,5178,3384,6906,0,0,10716,0,0,0
"Pos",43702,"[M+H]+",13.534,"PC 18:0_20:4","PC",165220801,151104641,126630136,17938572,10884168,9477316,4407517,1743383,3285745,68275,0,0,0,0,0,0,10676,0
"Pos",43520,"[M+H]+",12.644,"PC 18:0_20:5","PC",108201318,95260885,74185872,2606198,4896184,4031218,643461,484763,1203626,0,0,0,0,0,0,0,4577,0
"Pos",46234,"[M+H]+",13.531,"PC 18:0_22:5","PC",164216635,151996437,127012794,19934441,11936665,10067087,5770466,4352967,4637678,0,0,0,0,0,0,0,0,0
"Pos",46039,"[M+H]+",13.123,"PC 18:0_22:6","PC",132383955,116798824,93878174,9557597,6506207,5202271,2211346,1713837,1471879,3505,0,3788,0,0,0,0,0,0
"Pos",41251,"[M+H]+",13.687,"PC 18:1_18:1 (a)","PC",12287938821,11223759564,8995541710,1633449700,790942213,623360092,971347335,1197758775,1545655826,255453639,73925655,176222067,34371682,15737524,75613752,137737707,46148664,27485289
"Pos",41265,"[M+H]+",14.991,"PC 18:1_18:1 (b)","PC",36477756,5038980,11878793,1188495,503396,434696,885039,1008358,880930,81380,14781,53610,0,0,0,13149,13181,0
"Neg",40864,"[M+HCOO]-",10.92,"PC 18:1_18:1<OH> (a)","OxPC",8697,9195,11031,222852,152181,269690,619202,977890,1060648,1906843,1036514,1900126,529289,395044,1119370,365790,563008,396705
"Neg",40863,"[M+HCOO]-",11.193,"PC 18:1_18:1<OH> (b)","OxPC",0,0,0,712262,445534,791680,1827213,2896466,3337569,4704686,2570386,4974692,1123022,901010,2633444,648623,1164088,789958
"Neg",41640,"[M+HCOO]-",10.077,"PC 18:1_18:1<OOH> (a)","OxPC",11316,0,3252,186910,58239,65572,563551,1080982,1229772,560631,234877,767028,20916,14343,62833,7745,18729,3670
"Neg",41637,"[M+HCOO]-",10.332,"PC 18:1_18:1<OOH> (b)","OxPC",14683,4347,11431,140216,45489,67042,716916,1286916,1372900,662220,268655,613330,7343,10644,11306,0,13153,4100
"Neg",41641,"[M+HCOO]-",10.429,"PC 18:1_18:1<OOH> (c)","OxPC",30410,0,0,286263,111801,183310,1541941,2371152,2684481,1028929,436595,1181117,9767,5791,9459,2251,4640,4100
"Neg",40748,"[M+HCOO]-",10.465,"PC 18:1_18:1<oxo> (a)","OxPC",19618,7118,31781,76706,30802,169126,830665,1329907,1565566,1752425,962926,1716969,662237,281360,1071058,1128906,862008,493858
"Neg",40747,"[M+HCOO]-",10.739,"PC 18:1_18:1<oxo> (b)","OxPC",0,0,0,63930,53736,73770,476684,684593,896734,949964,685690,1134616,418914,317728,736985,821938,654127,406477
"Pos",41066,"[M+H]+",12.692,"PC 18:1_18:2 (a)","PC",1138604017,1437488206,1108783748,93089353,43732028,36233726,41943404,46084013,50703650,960761,369211,782846,134255,53925,384392,864551,192906,99335
"Pos",41067,"[M+H]+",12.867,"PC 18:1_18:2 (b)","PC",522889200,135471369,103407967,47305838,34922649,28152573,24478886,23099457,32709774,1991709,416810,1255332,102897,26976,296631,719279,177429,124948
"Pos",41068,"[M+H]+",13.268,"PC 18:1_18:2 (c)","PC",66693051,62003989,44766642,7061804,4295128,3411354,2517462,2107431,2358818,205978,65040,76237,46084,84117,108753,87282,99349,43330
"Pos",40861,"[M+H]+",11.841,"PC 18:1_18:3","PC",99527963,88908559,66404712,11310783,6670433,5372036,4355441,4233259,4809323,51431,23993,69525,26735,63406,53827,58616,59128,66633
"Pos",42725,"[M+H]+",14.346,"PC 18:1_19:1","PC",357818103,312247679,230846454,34545636,17126631,13962133,20839834,26752118,33263518,6088348,1838554,4299246,818323,347298,1912233,3553902,1154299,677907
"Pos",42522,"[M+H]+",13.273,"PC 18:1_19:2 (a)","PC",43035369,37904736,29538087,4319740,1174291,1820711,1821127,2051313,2500519,4779,0,4365,0,0,0,3775,0,0
"Pos",42521,"[M+H]+",13.478,"PC 18:1_19:2 (b)","PC",52107733,49565454,40961862,6182665,2760702,2324172,1225780,1681864,3700818,45648,0,19552,0,0,10754,23532,0,0
"Pos",44066,"[M+H]+",15.042,"PC 18:1_20:1 (a)","PC",984782921,832074232,618649091,97052672,46743422,37830726,58248558,75761964,94993841,18730570,5776545,13297441,2515160,1139336,5790141,11245654,3603542,2195612
"Pos",44067,"[M+H]+",15.89,"PC 18:1_20:1 (b)","PC",1697375,1474581,2844717,185119,92647,170903,179978,243959,476559,39387,5742,43072,3880,2792,24307,52173,10694,5392
"Pos",43876,"[M+H]+",13.889,"PC 18:1_20:2","PC",245075842,212815068,156908706,21925882,10715998,8578936,10602881,11118618,14521624,317146,67851,178777,28396,3782,100915,314545,36583,15128
"Pos",43704,"[M+H]+",12.979,"PC 18:1_20:3","PC",243960253,217002331,171134480,23014394,11596252,9585460,8123992,7639245,9625390,0,0,19168,0,22392,0,16747,9020,0
"Pos",43328,"[M+H]+",11.63,"PC 18:1_20:5","PC",102649069,94066977,66239466,10033237,5782250,4267134,2829933,1880937,1796086,0,0,0,0,0,0,0,3313,0
"Pos",45430,"[M+H]+",15.775,"PC 18:1_21:1","PC",18045181,6818401,11242394,1807506,638317,361073,1130703,1453246,1599879,284007,24347,121649,0,0,40759,151093,10132,3083
"Pos",46770,"[M+H]+",16.577,"PC 18:1_22:1","PC",59850385,49893983,36928364,6348835,3488113,2670741,4066277,5385000,6381254,820947,238461,393935,38096,9794,137712,870564,89554,37671
"Pos",46601,"[M+H]+",15.333,"PC 18:1_22:2","PC",39547619,34533916,25834458,3370023,1628636,794303,957050,2215596,3184570,62568,11818,45494,4210,0,6283,69381,7010,3351
"Pos",46235,"[M+H]+",13.307,"PC 18:1_22:4","PC",53484487,47550287,35340971,3371809,2905799,2509053,1663467,767301,1520369,0,0,0,0,0,0,4721,0,0
"Pos",46038,"[M+H]+",12.416,"PC 18:1_22:5 (a)","PC",244060754,216125358,168465128,22754240,11774846,9433173,6424021,4787625,5107676,0,0,0,0,0,0,0,5152,0
"Pos",46037,"[M+H]+",12.682,"PC 18:1_22:5 (b)","PC",38085032,25414661,23697517,2699486,1197004,1244438,170660,434893,492228,0,0,3084,0,0,3599,0,0,0
"Pos",45831,"[M+H]+",12.034,"PC 18:1_22:6","PC",237478160,207372389,152916204,19894013,11577139,9397334,5030140,3259073,2933300,0,0,0,0,0,0,4108,0,0
"Pos",49494,"[M+H]+",18.212,"PC 18:1_24:1","PC",22385962,19652382,14713142,1601619,699512,581799,1647370,1100198,1595194,323512,36120,98340,5114,0,38309,137099,26766,9688
"Pos",48691,"[M+H]+",13.424,"PC 18:1_24:5","PC",16297087,15116692,11038251,1415083,577875,384105,492059,289641,187221,6813,0,0,0,0,0,0,0,0
"Pos",51971,"[M+H]+",19.742,"PC 18:1_26:1","PC",9625043,8547654,6414885,994291,371965,156638,214281,793263,1108726,104606,7350,28593,3861,0,17439,24361,4180,4792
