"Polarity","Adduct.type","Average.Rt.min.","Average.Mz","Metabolite.curated","Ontology","Alignment.ID"
"Pos","[M+H]+",13.699,706.57465,"PC O-16:0_15:0","EtherPC",33735
"Pos","[M+H]+",13.5,706.57538,"PC O-16:0_15:0","EtherPC",33740
"Pos","[M+H]+",11.965,714.54364,"PC O-16:2_16:1","EtherPC",34420
"Pos","[M+H]+",12.185,716.5589,"PC O-16:1_16:1","EtherPC",34614
"Pos","[M+H]+",12.752,716.55853,"PC O-14:1_18:1","EtherPC",34612
"Pos","[M+H]+",12.995,716.5592,"PC O-16:1_16:1","EtherPC",34617
"Pos","[M+H]+",13.191,718.57465,"PC O-16:0_16:1","EtherPC",34799
"Pos","[M+H]+",14.211,718.57477,"PC O-16:1_16:0","EtherPC",34802
"Pos","[M+H]+",14.407,720.59033,"PC O-16:0_16:0","EtherPC",34998
"Pos","[M+H]+",14.482,720.59033,"PC O-16:0_16:0","EtherPC",34997
"Pos","[M+H]+",15.823,720.59052,"PC O-16:0_16:0","EtherPC",35000
"Pos","[M+H]+",13.573,730.57489,"PC O-16:1_17:1","EtherPC",35881
"Pos","[M+H]+",14.902,732.59033,"PC O-17:1_16:0","EtherPC",36076
"Pos","[M+H]+",14.663,732.59052,"PC O-17:1_16:0","EtherPC",36079
"Pos","[M+H]+",13.814,732.59039,"PC O-16:0_17:1","EtherPC",36078
"Pos","[M+H]+",15.134,734.60608,"PC O-17:0_16:0","EtherPC",36276
"Pos","[M+H]+",14.924,734.60626,"PC O-16:0_17:0","EtherPC",36277
"Pos","[M+H]+",12.455,742.57495,"PC O-16:0_18:3","EtherPC",37039
"Pos","[M+H]+",13.153,742.57538,"PC O-16:0_18:3","EtherPC",37040
"Pos","[M+H]+",14.287,744.59039,"PC O-16:1_18:1","EtherPC",37241
"Pos","[M+H]+",13.42,744.59021,"PC O-16:0_18:2","EtherPC",37239
"Pos","[M+H]+",13.272,744.59027,"PC O-18:1_16:1","EtherPC",37240
"Pos","[M+H]+",14.502,746.60577,"PC O-16:0_18:1","EtherPC",37438
"Pos","[M+H]+",14.611,746.60596,"PC O-16:0_18:1","EtherPC",37440
"Pos","[M+H]+",15.677,746.60614,"PC O-18:1_16:0","EtherPC",37442
"Pos","[M+H]+",15.957,748.62164,"PC O-18:0_16:0","EtherPC",37650
"Pos","[M+H]+",14.303,758.60583,"PC O-16:0_19:2","EtherPC",38548
"Pos","[M+H]+",13.968,758.60626,"PC O-18:1_17:1","EtherPC",38554
"Pos","[M+H]+",14.792,758.60614,"PC O-17:1_18:1","EtherPC",38550
"Pos","[M+H]+",14.98,758.6062,"PC O-17:1_18:1","EtherPC",38553
"Pos","[M+H]+",15.233,760.62164,"PC O-17:0_18:1","EtherPC",38767
"Pos","[M+H]+",16.744,762.63715,"PC O-19:0_16:0","EtherPC",38978
"Pos","[M+H]+",16.477,762.63702,"PC O-19:0_16:0","EtherPC",38977
"Pos","[M+H]+",12.026,764.55872,"PC O-16:1_20:5","EtherPC",39156
"Pos","[M+H]+",12.233,766.57465,"PC O-16:0_20:5","EtherPC",39322
"Pos","[M+H]+",12.907,766.57507,"PC O-16:1_20:4","EtherPC",39323
"Pos","[M+H]+",13.446,768.59009,"PC O-16:0_20:4","EtherPC",39496
"Pos","[M+H]+",13.101,768.59039,"PC O-16:0_20:4","EtherPC",39500
"Pos","[M+H]+",12.892,768.59052,"PC O-16:0_20:4","EtherPC",39501
"Pos","[M+H]+",13.847,768.58954,"PC O-16:0_20:4","EtherPC",39495
"Pos","[M+H]+",13.465,770.60565,"PC O-18:1_18:2","EtherPC",39692
"Pos","[M+H]+",14.344,770.6059,"PC O-18:2_18:1","EtherPC",39695
"Pos","[M+H]+",13.675,770.60571,"PC O-16:0_20:3","EtherPC",39693
"Pos","[M+H]+",14.58,772.6214,"PC O-18:1_18:1","EtherPC",39890
"Pos","[M+H]+",15.768,772.62164,"PC O-18:1_18:1","EtherPC",39891
"Pos","[M+H]+",16.038,774.63715,"PC O-18:0_18:1","EtherPC",40104
"Pos","[M+H]+",17.282,774.63763,"PC O-18:0_18:1","EtherPC",40105
"Pos","[M+H]+",17.649,776.65314,"PC O-20:0_16:0","EtherPC",40298
"Pos","[M+H]+",13.729,782.6051,"PC O-17:0_20:4","EtherPC",40873
"Pos","[M+H]+",14.366,784.62115,"PC O-18:1_19:2","EtherPC",41073
"Pos","[M+H]+",15.781,786.63782,"PC O-19:1_18:1","EtherPC",41278
"Pos","[M+H]+",15.471,786.63733,"PC O-19:1_18:1","EtherPC",41272
"Pos","[M+H]+",16.833,788.65314,"PC O-19:0_18:1","EtherPC",41498
"Pos","[M+H]+",12.097,790.57477,"PC O-18:2_20:5","EtherPC",41705
"Pos","[M+H]+",12.447,790.57458,"PC O-16:1_22:6","EtherPC",41704
"Pos","[M+H]+",12.671,792.59021,"PC O-16:0_22:6","EtherPC",41942
"Pos","[M+H]+",12.285,792.59058,"PC O-18:1_20:5","EtherPC",41943
"Pos","[M+H]+",12.893,792.59015,"PC O-18:2_20:4","EtherPC",41941
"Pos","[M+H]+",13.117,794.6059,"PC O-16:0_22:5","EtherPC",42123
"Pos","[M+H]+",13.441,794.60602,"PC O-18:0_20:5","EtherPC",42124
"Pos","[M+H]+",14.179,794.60614,"PC O-18:1_20:4","EtherPC",42125
"Pos","[M+H]+",13.806,794.60577,"PC O-16:1_22:4","EtherPC",42122
"Pos","[M+H]+",13.778,796.62134,"PC O-18:1_20:3","EtherPC",42326
"Pos","[M+H]+",14.431,796.62158,"PC O-18:0_20:4","EtherPC",42328
"Pos","[M+H]+",14.083,796.6214,"PC O-16:0_22:4","EtherPC",42327
"Pos","[M+H]+",14.849,796.62225,"PC O-18:0_20:4","EtherPC",42331
"Pos","[M+H]+",15.121,798.63739,"PC O-18:0_20:3","EtherPC",42530
"Pos","[M+H]+",15.754,798.63745,"PC O-18:2_20:1","EtherPC",42532
"Pos","[M+H]+",16.061,800.65289,"PC O-18:1_20:1","EtherPC",42731
"Pos","[M+H]+",16.294,800.65308,"PC O-16:0_22:2","EtherPC",42732
"Pos","[M+H]+",17.449,800.65344,"PC O-20:1_18:1","EtherPC",42734
"Pos","[M+H]+",17.365,800.65326,"PC O-16:0_22:2","EtherPC",42733
"Pos","[M+H]+",17.696,802.66864,"PC O-16:0_22:1","EtherPC",42928
"Pos","[M+H]+",19.35,804.68439,"PC O-22:0_16:0","EtherPC",43156
"Pos","[M+H]+",13.287,806.60614,"PC O-17:0_22:6","EtherPC",43342
"Pos","[M+H]+",12.523,816.59058,"PC O-18:2_22:6","EtherPC",44220
"Pos","[M+H]+",12.939,818.60602,"PC O-18:2_22:5","EtherPC",44418
"Pos","[M+H]+",12.735,818.60596,"PC O-18:1_22:6","EtherPC",44417
"Pos","[M+H]+",13.668,818.60553,"PC O-18:1_22:6","EtherPC",44416
"Pos","[M+H]+",13.161,820.6217,"PC O-18:1_22:5","EtherPC",44634
"Pos","[M+H]+",13.939,820.62158,"PC O-18:0_22:6","EtherPC",44633
"Pos","[M+H]+",14.148,820.62183,"PC O-18:1_22:5","EtherPC",44635
"Pos","[M+H]+",15.196,822.63849,"PC O-16:0_24:5","EtherPC",44818
"Pos","[M+H]+",14.399,822.63708,"PC O-18:0_22:5","EtherPC",44815
"Pos","[M+H]+",14.186,822.63721,"PC O-16:0_24:5","EtherPC",44816
"Pos","[M+H]+",15.284,824.65289,"PC O-16:0_24:4","EtherPC",45028
"Pos","[M+H]+",15.971,824.6535,"PC O-20:0_20:4","EtherPC",45029
"Pos","[M+H]+",15.506,824.65289,"PC O-18:0_22:4","EtherPC",45027
"Pos","[M+H]+",17.428,826.66913,"PC O-18:1_22:2","EtherPC",45224
"Pos","[M+H]+",16.709,826.66882,"PC O-16:2_24:1","EtherPC",45221
"Pos","[M+H]+",16.359,826.66882,"PC O-18:1_22:2","EtherPC",45222
"Pos","[M+H]+",16.425,826.66888,"PC O-18:1_22:2","EtherPC",45223
"Pos","[M+H]+",17.786,828.68427,"PC O-16:0_24:2","EtherPC",45439
"Pos","[M+H]+",17.88,828.6842,"PC O-18:0_22:2","EtherPC",45438
"Pos","[M+H]+",19.375,830.69995,"PC O-22:0_18:1","EtherPC",45663
"Pos","[M+H]+",13.985,846.63794,"PC O-24:6_18:1","EtherPC",47123
"Pos","[M+H]+",15.41,848.65302,"PC O-20:0_22:6","EtherPC",47325
"Pos","[M+H]+",14.251,848.65326,"PC O-18:1_24:5","EtherPC",47326
"Pos","[M+H]+",15.606,848.65332,"PC O-20:1_22:5","EtherPC",47327
"Pos","[M+H]+",15.927,850.66937,"PC O-20:0_22:5","EtherPC",47542
"Pos","[M+H]+",15.651,850.66864,"PC O-18:0_24:5","EtherPC",47541
"Pos","[M+H]+",3.925,508.37601,"LPC O-18:1","EtherLPC",18238
"Pos","[M+H]+",3.307,438.29785,"LPE P-16:0","EtherLPE",13278
"Pos","[M+H]+",4.503,452.31302,"LPE P-17:0","EtherLPE",14267
"Pos","[M+H]+",6.161,466.32913,"LPE P-18:0","EtherLPE",15221
"Pos","[M+H]+",3.724,464.31354,"LPE P-18:1","EtherLPE",15066
"Pos","[M+H]+",8.651,494.3605,"LPE P-20:0","EtherLPE",17251
"Pos","[M+H]+",9.268,508.37646,"LPE P-21:0","EtherLPE",18244
"Pos","[M+H]+",9.849,522.39154,"LPE P-22:0","EtherLPE",19252
